season,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,league_name,league_id,team_name,team_id,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,xG,xGA,SoTA,Saves,Save%,PSxG,PSxG+/-,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,CrsPA,PrgP,KP,pass_3rd,Sw,Crs,TB,CK,SCA,GCA,Tkl,TklW,Tkl_Def_3rd,Tkl_Att_3rd,Blocks,Int,Clr,Err,Touches_Att_3rd,PrgC,Carries_Att_3rd,Mis,Dis,Fls,Off,Recov,Won%
2014-2015,2015-01-11,17:00,Ligue 1,Matchweek 20,Sun,Home,W,3,0,Toulouse,66.0,35928.0,Maxime Gonalons,4-1-2-1-2◆,Philippe Kalt,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-17,17:00,Ligue 1,Matchweek 21,Sat,Away,W,2,0,Lens,57.0,11173.0,Maxime Gonalons,4-1-2-1-2◆,Amaury Delerue,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-20,21:00,Coupe de France,Round of 32,Tue,Away,L,2,3,Nantes,,24158.0,,,Lionel Jaffredo,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-25,14:00,Ligue 1,Matchweek 22,Sun,Home,W,2,0,Metz,69.0,36580.0,Maxime Gonalons,4-1-2-1-2◆,Olivier Thual,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-01,21:00,Ligue 1,Matchweek 23,Sun,Away,D,0,0,Monaco,56.0,7161.0,Maxime Gonalons,4-1-2-1-2◆,Saïd Ennjimi,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-08,21:00,Ligue 1,Matchweek 24,Sun,Home,D,1,1,Paris S-G,36.0,37581.0,Maxime Gonalons,4-1-2-1-2◆,Clément Turpin,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-15,21:00,Ligue 1,Matchweek 25,Sun,Away,D,1,1,Lorient,57.0,14354.0,,4-1-2-1-2◆,Stéphane Lannoy,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-22,17:00,Ligue 1,Matchweek 26,Sun,Home,W,1,0,Nantes,68.0,36819.0,,4-1-2-1-2◆,Frédy Fautrel,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-28,16:00,Ligue 1,Matchweek 27,Sat,Away,L,1,2,Lille,63.0,40080.0,,4-1-2-1-2◆,Lionel Jaffredo,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-08,21:00,Ligue 1,Matchweek 28,Sun,Away,W,5,1,Montpellier,61.0,16431.0,,4-1-2-1-2◆,Amaury Delerue,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-15,21:00,Ligue 1,Matchweek 29,Sun,Away,D,0,0,Marseille,46.0,62832.0,,4-1-2-1-2◆,Benoît Bastien,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-21,16:00,Ligue 1,Matchweek 30,Sat,Home,L,1,2,Nice,64.0,36300.0,,4-1-2-1-2◆,Antony Gautier,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-04,17:00,Ligue 1,Matchweek 31,Sat,Away,W,3,1,Guingamp,68.0,17381.0,,4-1-2-1-2◆,Clément Turpin,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-15,18:30,Ligue 1,Matchweek 32,Wed,Home,W,2,0,Bastia,60.0,36549.0,,4-1-2-1-2◆,Lionel Jaffredo,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-19,21:00,Ligue 1,Matchweek 33,Sun,Home,D,2,2,Saint-Étienne,57.0,37715.0,,4-1-2-1-2◆,Saïd Ennjimi,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-26,21:00,Ligue 1,Matchweek 34,Sun,Away,W,4,2,Reims,54.0,19270.0,,4-1-2-1-2◆,Frédy Fautrel,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-02,17:00,Ligue 1,Matchweek 35,Sat,Home,W,2,0,Evian,48.0,36839.0,,4-2-3-1,Benoît Bastien,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-09,17:00,Ligue 1,Matchweek 36,Sat,Away,L,0,3,Caen,62.0,19842.0,,4-1-2-1-2◆,Nicolas Rainville,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-16,21:00,Ligue 1,Matchweek 37,Sat,Home,D,1,1,Bordeaux,57.0,39961.0,,4-1-2-1-2◆,Benoît Millot,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-23,21:00,Ligue 1,Matchweek 38,Sat,Away,W,1,0,Rennes,57.0,26281.0,,4-1-2-1-2◆,Philippe Kalt,Match Report,,ligue_1,13,lyon,d53c0b06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-10,21:00,Ligue 1,Matchweek 1,Sun,Home,L,1,2,Lorient,62.0,13960.0,Ricardo Carvalho,4-2-3-1,Ruddy Buquet,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-17,21:00,Ligue 1,Matchweek 2,Sun,Away,L,1,4,Bordeaux,52.0,28285.0,Jérémy Toulalan,4-1-2-1-2◆,Tony Chapron,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-24,21:00,Ligue 1,Matchweek 3,Sun,Away,W,1,0,Nantes,58.0,27042.0,Jérémy Toulalan,4-3-3,Amaury Delerue,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-30,17:00,Ligue 1,Matchweek 4,Sat,Home,D,1,1,Lille,53.0,9495.0,Jérémy Toulalan,4-3-3,Saïd Ennjimi,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-12,20:30,Ligue 1,Matchweek 5,Fri,Away,L,1,2,Lyon,45.0,34099.0,Jérémy Toulalan,4-3-3,Benoît Bastien,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-16,20:45,Champions Lg,Group stage,Tue,Home,W,1,0,de Leverkusen,49.0,8130.0,,4-3-3,Pavel Královec,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-21,17:00,Ligue 1,Matchweek 6,Sun,Home,W,1,0,Guingamp,52.0,6362.0,Jérémy Toulalan,4-3-3,Mikael Lesage,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-24,19:00,Ligue 1,Matchweek 7,Wed,Away,W,1,0,Montpellier,56.0,11570.0,Jérémy Toulalan,4-2-3-1,Alexandre Castro,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-27,14:00,Ligue 1,Matchweek 8,Sat,Home,L,0,1,Nice,58.0,8941.0,Jérémy Toulalan,4-2-3-1,Ruddy Buquet,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-01,20:00,Champions Lg,Group stage,Wed,Away,D,0,0,ru Zenit,49.0,13817.0,,4-3-3,Mark Clattenburg,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-05,21:00,Ligue 1,Matchweek 9,Sun,Away,D,1,1,Paris S-G,46.0,45308.0,Ricardo Carvalho,4-4-1-1,Benoît Bastien,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-18,20:00,Ligue 1,Matchweek 10,Sat,Home,W,2,0,Evian,55.0,5576.0,Jérémy Toulalan,4-2-3-1,Olivier Thual,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-22,20:45,Champions Lg,Group stage,Wed,Home,D,0,0,pt Benfica,51.0,12776.0,,4-3-3,Szymon Marciniak,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-25,20:00,Ligue 1,Matchweek 11,Sat,Away,W,3,1,Bastia,49.0,13106.0,Valère Germain,4-4-2,Antony Gautier,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-31,20:30,Ligue 1,Matchweek 12,Fri,Home,D,1,1,Reims,47.0,5488.0,Jérémy Toulalan,4-4-2,Sébastien Desiage,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-04,19:45,Champions Lg,Group stage,Tue,Away,L,0,1,pt Benfica,46.0,60000.0,,4-4-1-1,David Fernández,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-09,17:00,Ligue 1,Matchweek 13,Sun,Away,D,1,1,Saint-Étienne,43.0,29403.0,,4-2-3-1,Stéphane Lannoy,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-22,20:00,Ligue 1,Matchweek 14,Sat,Home,D,2,2,Caen,60.0,7508.0,Jérémy Toulalan,4-3-3,Sébastien Moreira,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-26,20:45,Champions Lg,Group stage,Wed,Away,W,1,0,de Leverkusen,44.0,26230.0,,4-3-3,Paolo Tagliavento,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-29,20:00,Ligue 1,Matchweek 15,Sat,Away,L,0,2,Rennes,52.0,17213.0,Jérémy Toulalan,4-3-3,Benoît Bastien,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-02,21:00,Ligue 1,Matchweek 16,Tue,Home,W,2,0,Lens,49.0,5686.0,Jérémy Toulalan,4-3-3,Franck Schneider,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-05,20:30,Ligue 1,Matchweek 17,Fri,Away,W,2,0,Toulouse,51.0,9978.0,Jérémy Toulalan,4-2-3-1,Mikael Lesage,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-09,20:45,Champions Lg,Group stage,Tue,Home,W,2,0,ru Zenit,44.0,11319.0,,4-1-4-1,Dvir Shimon,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-14,21:00,Ligue 1,Matchweek 18,Sun,Home,W,1,0,Marseille,42.0,12648.0,Jérémy Toulalan,4-2-3-1,Tony Chapron,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-20,20:00,Ligue 1,Matchweek 19,Sat,Away,W,1,0,Metz,50.0,18339.0,Jérémy Toulalan,4-2-3-1,Lionel Jaffredo,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-11,21:00,Ligue 1,Matchweek 20,Sun,Home,D,0,0,Bordeaux,53.0,5585.0,Ricardo Carvalho,4-2-3-1,Stéphane Lannoy,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-17,20:00,Ligue 1,Matchweek 21,Sat,Home,W,1,0,Nantes,53.0,5698.0,Andrea Raggi,4-2-3-1,Sébastien Desiage,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-21,17:00,Coupe de France,Round of 32,Wed,Home,W,2,0,Evian,,800.0,,,Clément Turpin,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-01-24,17:00,Ligue 1,Matchweek 22,Sat,Away,W,1,0,Lille,57.0,34898.0,Jérémy Toulalan,4-2-3-1,Frédy Fautrel,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-01,21:00,Ligue 1,Matchweek 23,Sun,Home,D,0,0,Lyon,44.0,7161.0,Jérémy Toulalan,4-2-3-1,Saïd Ennjimi,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-08,14:00,Ligue 1,Matchweek 24,Sun,Away,L,0,1,Guingamp,64.0,13531.0,Jérémy Toulalan,4-3-3,Ruddy Buquet,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-11,19:00,Coupe de France,Round of 16,Wed,Home,W,3,1,Rennes,,4000.0,,,Tony Chapron,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-20,20:30,Ligue 1,Matchweek 26,Fri,Away,W,1,0,Nice,46.0,24130.0,,4-3-3,Benoît Bastien,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-02-25,19:45,Champions Lg,Round of 16,Wed,Away,W,3,1,eng Arsenal,45.0,59868.0,,4-4-2,Deniz Aytekin,Match Report,Leg 1 of 2,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-01,21:00,Ligue 1,Matchweek 27,Sun,Home,D,0,0,Paris S-G,42.0,12065.0,,4-3-3,Bartolomeu Varela,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-04,21:00,Coupe de France,Quarter-finals,Wed,Away,L,0,2,Paris S-G,,45000.0,,,Clément Turpin,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-07,20:00,Ligue 1,Matchweek 28,Sat,Away,W,3,1,Evian,53.0,10905.0,,4-3-3,Nicolas Rainville,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-13,20:30,Ligue 1,Matchweek 29,Fri,Home,W,3,0,Bastia,59.0,5764.0,,4-2-3-1,Ruddy Buquet,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-17,20:45,Champions Lg,Round of 16,Tue,Home,L,0,2,eng Arsenal,38.0,17.0,,4-4-1-1,Svein Oddvar Moen,Match Report,Leg 2 of 2; Monaco won,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-03-22,17:00,Ligue 1,Matchweek 30,Sun,Away,W,3,1,Reims,56.0,14692.0,,4-2-3-1,Franck Schneider,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-03,20:30,Ligue 1,Matchweek 31,Fri,Home,D,1,1,Saint-Étienne,54.0,8894.0,,4-2-3-1,Lionel Jaffredo,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-07,19:00,Ligue 1,Matchweek 25,Tue,Home,D,0,0,Montpellier,54.0,5676.0,,4-2-3-1,Saïd Ennjimi,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-10,20:30,Ligue 1,Matchweek 32,Fri,Away,W,3,0,Caen,52.0,20065.0,,4-2-3-1,Tony Chapron,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-14,20:45,Champions Lg,Quarter-finals,Tue,Away,L,0,1,it Juventus,40.0,40801.0,,4-2-3-1,Pavel Královec,Match Report,Leg 1 of 2,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-18,20:00,Ligue 1,Matchweek 33,Sat,Home,D,1,1,Rennes,46.0,6527.0,,4-2-3-1,Olivier Thual,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-22,20:45,Champions Lg,Quarter-finals,Wed,Home,D,0,0,it Juventus,55.0,17000.0,,4-2-3-1,William Collum,Match Report,Leg 2 of 2; Juventus won,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-04-26,17:00,Ligue 1,Matchweek 34,Sun,Away,W,3,0,Lens,58.0,11228.0,,4-2-3-1,Bartolomeu Varela,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-03,17:00,Ligue 1,Matchweek 35,Sun,Home,W,4,1,Toulouse,53.0,7006.0,,4-3-3,Nicolas Rainville,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-10,21:00,Ligue 1,Matchweek 36,Sun,Away,L,1,2,Marseille,46.0,62471.0,,4-3-3,Clément Turpin,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-16,21:00,Ligue 1,Matchweek 37,Sat,Home,W,2,0,Metz,53.0,8627.0,,4-2-3-1,Amaury Delerue,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2015-05-23,21:00,Ligue 1,Matchweek 38,Sat,Away,W,1,0,Lorient,42.0,15844.0,,4-2-3-1,Tony Chapron,Match Report,,ligue_1,13,monaco,fd6114db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-09,21:00,Ligue 1,Matchweek 1,Sat,Away,D,3,3,Bastia,57.0,15534.0,Steve Mandanda,3-4-3,Lionel Jaffredo,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-17,17:00,Ligue 1,Matchweek 2,Sun,Home,L,0,2,Montpellier,56.0,52902.0,Steve Mandanda,4-4-1-1,Clément Turpin,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-23,17:00,Ligue 1,Matchweek 3,Sat,Away,W,1,0,Guingamp,57.0,16901.0,Steve Mandanda,3-4-3,Benoît Millot,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-08-29,20:30,Ligue 1,Matchweek 4,Fri,Home,W,4,0,Nice,57.0,41413.0,Steve Mandanda,3-4-3,Bartolomeu Varela,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-14,21:00,Ligue 1,Matchweek 5,Sun,Away,W,3,1,Evian,57.0,12967.0,Steve Mandanda,4-2-3-1,Amaury Delerue,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-20,17:00,Ligue 1,Matchweek 6,Sat,Home,W,3,0,Rennes,57.0,46153.0,Steve Mandanda,4-2-3-1,Stéphane Lannoy,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-23,19:00,Ligue 1,Matchweek 7,Tue,Away,W,5,0,Reims,59.0,17705.0,Steve Mandanda,4-2-3-1,Antony Gautier,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-09-28,21:00,Ligue 1,Matchweek 8,Sun,Home,W,2,1,Saint-Étienne,57.0,55367.0,Steve Mandanda,4-2-3-1,Frédy Fautrel,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-04,17:00,Ligue 1,Matchweek 9,Sat,Away,W,2,1,Caen,55.0,20501.0,Steve Mandanda,4-2-3-1,Benoît Millot,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-19,14:00,Ligue 1,Matchweek 10,Sun,Home,W,2,0,Toulouse,54.0,61846.0,Steve Mandanda,3-5-1-1,Amaury Delerue,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-10-26,21:00,Ligue 1,Matchweek 11,Sun,Away,L,0,1,Lyon,55.0,38712.0,Steve Mandanda,3-5-1-1,Lionel Jaffredo,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-02,21:00,Ligue 1,Matchweek 12,Sun,Home,W,2,1,Lens,55.0,52803.0,Steve Mandanda,3-5-1-1,Bartolomeu Varela,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-09,21:00,Ligue 1,Matchweek 13,Sun,Away,L,0,2,Paris S-G,51.0,45961.0,Steve Mandanda,4-2-3-1,Clément Turpin,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-23,21:00,Ligue 1,Matchweek 14,Sun,Home,W,3,1,Bordeaux,60.0,54323.0,Steve Mandanda,4-2-3-1,Antony Gautier,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-11-28,20:30,Ligue 1,Matchweek 15,Fri,Home,W,2,0,Nantes,61.0,54103.0,Steve Mandanda,4-2-3-1,Ruddy Buquet,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-02,19:00,Ligue 1,Matchweek 16,Tue,Away,D,1,1,Lorient,57.0,15999.0,Steve Mandanda,3-5-1-1,Benoît Millot,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-2015,2014-12-07,21:00,Ligue 1,Matchweek 17,Sun,Home,W,3,1,Metz,62.0,45537.0,Steve Mandanda,3-5-1-1,Wilfried Bien,Match Report,,ligue_1,13,marseille,5725cc7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
